1,2,1,1,1.8815
1,3,1,1,2.2159
2,3,1,2,3.2967
2,3,1,2,4.6895
2,1,1,2,3.1831
2,1,1,2,3.5142
2,3,1,2,2.6982
2,2,1,2,3.6892
1,2,1,1,1.7007
1,1,1,1,1.6419
2,2,1,2,1.3852
2,1,1,2,1.1086
1,1,1,1,0.72396
1,1,1,1,0.85554
2,1,1,2,2.5221
2,3,1,2,1.4518
1,1,1,1,1.109
2,2,1,2,2.2467
1,2,1,1,2.7837
2,2,1,2,1.9244
2,2,1,1,2.2109
1,2,1,1,3.7792
1,3,1,1,0.73978
1,3,1,1,1.1366
1,2,1,1,0.83994
2,3,1,2,2.4233
1,3,1,1,0.71775
1,1,1,1,1.2281
2,1,1,2,2.3301
1,3,1,1,3.053
2,1,1,2,0.98316
2,3,1,2,1.6976
1,2,1,1,0.84323
2,3,1,2,1.243
1,3,1,1,3.5407
1,2,1,1,1.757
1,3,1,1,1.5676
2,2,1,2,1.7824
1,1,1,1,1.1623
1,3,1,1,4.2112
2,2,1,2,2.5954
1,1,1,1,0.61646
1,3,1,1,0.94589
2,3,1,2,1.9491
1,1,1,1,1.2164
2,2,1,2,3.9975
2,2,1,1,2.0211
2,2,1,2,3.7261
2,1,1,2,2.1233
2,1,1,2,2.0373
1,2,1,1,1.17
2,1,1,2,1.6752
1,1,1,1,1.3005
1,3,1,1,3.8302
1,1,1,1,0.89525
2,3,1,2,0.93033
1,2,1,1,1.1842
2,1,1,2,1.8424
1,2,1,1,2.8467
2,3,1,2,2.8187
2,3,2,-1,5.0089
2,2,2,2,3.6283
1,2,2,1,1.1189
1,1,2,1,0.67728
2,3,2,2,0.89605
1,2,2,1,1.186
2,1,2,2,0.90109
2,2,2,2,1.5771
2,1,2,2,1.0944
1,1,2,1,0.78917
1,1,2,1,0.59872
2,3,2,2,1.7522
1,3,2,1,1.0873
1,3,2,1,2.1165
1,1,2,1,0.62119
1,2,2,1,0.73479
1,3,2,1,0.82514
2,2,2,2,1.2897
1,1,2,1,0.89764
1,2,2,1,1.5758
1,2,2,1,0.71041
2,1,2,2,0.84688
1,3,2,1,1.0963
2,2,2,2,1.1942
2,1,2,2,1.3057
2,3,2,2,2.4494
2,2,2,2,1.1717
2,1,2,2,1.1795
1,3,2,1,0.88991
2,3,2,2,2.9551
1,2,2,1,0.86024
2,2,2,2,1.4743
1,3,2,2,1.9261
1,1,2,1,1.1186
1,1,2,1,0.98231
1,2,2,1,0.73333
2,3,2,2,2.4422
1,2,2,1,0.70347
1,3,2,1,0.7293
1,1,2,1,0.60772
2,1,2,2,1.49
1,1,2,2,0.66383
2,3,2,2,1.8105
2,3,2,2,2.2374
2,1,2,2,1.2286
2,2,2,2,2.1655
1,2,2,1,0.64045
1,2,2,1,0.81687
2,1,2,2,1.565
1,3,2,1,0.89438
2,1,2,2,1.3037
2,2,2,2,1.6839
2,1,2,2,1.1929
2,2,2,2,1.3069
1,1,2,1,0.63523
2,3,2,2,1.8259
1,3,2,1,0.81281
2,3,2,2,1.3702
2,2,2,2,1.2892
1,3,2,1,1.1667
2,2,2,2,1.1876
1,3,2,1,0.93953
2,2,2,2,1.5152
1,2,2,1,1.1665
2,2,2,2,1.4121
1,3,2,1,0.6151
1,2,2,1,0.55686
2,3,2,2,1.9449
1,1,2,1,0.819
1,2,2,1,0.9556
1,1,2,1,0.73202
1,1,2,1,0.74642
2,1,2,2,1.2859
2,3,2,2,2.6926
2,3,2,2,1.4889
2,3,2,2,2.2432
2,3,2,2,1.4012
1,1,2,1,0.59574
2,1,2,2,1.2832
1,3,2,2,0.71896
1,3,2,1,1.1949
1,1,2,1,1.0846
2,1,2,2,0.96923
1,2,2,1,0.87338
1,3,2,1,0.57839
2,2,2,2,1.0504
2,1,2,2,1.7442
1,2,2,1,0.72965
2,2,2,2,1.4754
2,1,2,2,1.143
1,3,1,1,2.1537
2,1,1,2,0.89786
1,3,1,1,1.3621
1,2,1,2,1.7407
1,1,1,1,1.1794
2,2,1,2,0.77096
1,1,1,1,1.2708
2,1,1,1,1.2203
2,3,1,2,1.0649
2,3,1,2,1.6183
1,1,1,1,1.7048
1,3,1,2,2.6969
2,1,1,2,1.7872
2,2,1,2,2.5995
1,3,1,1,1.0883
1,2,1,1,0.8728
1,2,1,1,2.5063
2,1,1,2,1.936
2,2,1,2,2.8285
2,1,1,2,2.4497
1,3,1,1,2.5484
2,2,1,2,1.9837
1,1,1,1,1.1951
2,3,1,2,1.5957
2,3,1,2,2.0933
2,3,1,2,2.3675
1,2,1,1,1.2749
1,1,1,1,1.3901
2,2,1,2,1.9552
1,2,1,1,1.4169
1,1,2,1,1.2277
1,1,2,1,0.84825
1,3,2,1,0.72248
2,3,2,2,0.91887
1,1,2,1,0.53979
1,3,2,1,0.96929
1,1,2,1,0.72246
2,1,2,2,1.0139
2,3,2,2,1.4892
2,3,2,2,1.3273
2,1,2,2,1.052
2,3,2,2,0.96632
1,2,2,1,0.65098
1,3,2,1,1.1048
2,1,2,2,1.0915
2,2,2,2,1.9779
1,2,2,1,0.78563
2,2,2,2,0.96694
1,2,2,1,0.87806
1,2,2,1,0.63189
1,3,2,1,0.60428
1,3,2,1,0.97119
2,2,2,2,0.84882
2,1,2,2,1.13
2,3,2,2,1.1499
1,1,2,1,0.6084
1,2,2,1,1.067
2,2,2,2,0.99905
2,1,2,2,0.93143
2,2,2,2,0.93588
1,2,1,1,1.6124
2,2,1,2,0.90541
2,1,1,2,1.6784
1,2,1,1,0.73681
2,1,1,2,0.77735
1,3,1,1,1.0673
2,2,1,2,1.3557
1,2,1,1,0.76566
1,1,1,1,1.5859
2,3,1,2,1.3663
1,3,1,1,1.303
2,2,1,2,1.1228
1,2,1,2,1.2964
2,2,1,2,1.5578
2,1,1,2,1.6492
1,1,1,1,0.52346
2,3,1,2,1.2728
2,1,1,2,3.6973
1,1,1,1,0.67848
1,3,1,1,2.6058
1,3,1,1,1.0851
2,3,1,2,2.739
1,1,1,1,0.99342
1,1,1,1,1.7805
2,2,1,2,1.8838
2,1,1,2,2.3543
2,3,1,2,2.2529
1,3,1,1,1.7638
2,3,1,2,2.0505
1,2,1,1,1.1748
