1,3,2,1,1.2916
1,3,2,1,0.79957
1,2,2,1,0.74009
1,3,2,2,1.8224
1,2,2,1,1.8116
1,2,2,1,1.098
2,3,2,2,1.2064
2,1,2,2,0.89088
2,2,2,2,1.3866
2,1,2,2,0.89356
1,1,2,1,0.61406
2,1,2,2,1.4143
2,2,2,2,1.1979
1,1,2,1,0.67076
1,1,2,1,0.68678
1,2,2,1,1.4346
2,3,2,2,1.2555
2,2,2,2,1.8052
2,3,2,2,1.7964
1,1,2,1,0.80224
1,3,2,2,1.3754
2,3,2,2,2.1802
2,3,2,2,1.4851
1,2,2,1,0.73192
1,1,2,1,1.2597
2,2,2,2,1.7423
2,1,2,2,0.66565
2,2,2,2,0.7795
2,1,2,2,0.98191
1,3,2,1,1.1954
1,1,1,1,1.044
1,1,1,1,0.78818
1,3,1,1,2.6064
2,3,1,2,1.3595
2,3,1,2,2.1708
1,2,1,2,2.1672
1,1,1,1,1.2656
1,2,1,1,0.66786
2,1,1,2,0.88283
2,2,1,2,1.6207
2,2,1,1,4.3887
1,3,1,1,0.74016
2,2,1,1,2.0495
2,2,1,2,2.6165
1,2,1,1,0.84565
1,3,1,1,2.0453
2,1,1,2,1.1681
1,1,1,1,1.8241
2,1,1,2,3.1108
2,2,1,2,2.5782
1,2,1,1,2.5751
1,1,1,2,2.394
1,2,1,1,2.3825
2,3,1,2,2.6249
2,1,1,2,2.1753
1,3,1,1,2.4869
1,3,1,1,4.6039
2,3,1,2,2.2328
2,1,1,2,1.427
2,3,1,2,2.0591
1,3,2,1,1.187
2,2,2,2,0.93692
1,2,2,1,0.62094
2,2,2,2,1.1901
2,1,2,2,0.90195
2,1,2,2,0.81141
1,3,2,2,1.7627
1,3,2,2,1.2211
2,1,2,2,1.1636
2,2,2,2,1.6812
1,2,2,1,0.64492
2,3,2,1,0.82057
1,3,2,1,0.85026
2,3,2,2,1.4658
1,2,2,1,1.1023
1,2,2,1,1.5755
1,1,2,1,0.89986
1,1,2,1,1.0126
2,1,2,2,1.1269
2,1,2,2,2.0001
2,3,2,2,2.6428
1,1,2,1,0.59044
1,1,2,1,1.174
1,3,2,1,0.91234
2,3,2,2,1.5877
1,2,2,1,1.5404
2,2,2,2,1.8206
2,3,2,2,2.2484
2,2,2,2,1.6479
1,1,2,1,0.70884
1,2,2,1,0.61236
2,2,2,2,0.90485
1,2,2,1,0.63159
2,2,2,2,1.5056
1,1,2,1,0.68374
1,3,2,1,1.4576
1,1,2,1,0.72317
1,3,2,1,2.262
2,3,2,2,2.0749
2,1,2,1,0.86998
2,2,2,2,1.4597
2,2,2,2,1.5065
2,3,2,2,1.3623
1,1,2,1,1.5032
2,1,2,2,0.96781
2,1,2,2,0.80815
1,2,2,1,0.7299
1,2,2,1,0.56578
1,3,2,1,0.85796
1,2,2,1,1.4858
2,3,2,2,1.855
1,1,2,1,0.89481
1,3,2,1,1.1007
2,3,2,2,1.2013
2,3,2,2,1.7775
1,3,2,1,1.0851
2,2,2,2,1.0519
2,1,2,2,1.9176
1,1,2,1,0.92835
2,1,2,2,1.3844
1,1,1,1,0.89025
1,2,1,1,1.2881
1,3,1,2,2.0905
2,2,1,2,2.0339
1,2,1,1,1.1509
2,1,1,2,1.5491
2,3,1,2,2.3145
1,3,1,1,1.3633
2,3,1,2,1.39
1,3,1,1,1.704
1,2,1,1,2.1342
2,2,1,2,2.6516
2,3,1,1,2.6781
1,1,1,1,1.7586
2,2,1,2,1.9757
2,2,1,2,0.86279
1,2,1,1,0.84799
2,1,1,2,1.2472
1,3,1,1,1.025
1,3,1,1,0.94348
1,1,1,1,1.0412
1,2,1,1,1.3296
2,3,1,2,1.3857
2,1,1,2,0.86711
2,2,1,2,2.2438
2,1,1,2,0.86716
2,3,1,1,1.8106
1,1,1,1,0.83451
2,1,1,1,0.846
1,1,1,1,0.92057
2,3,1,2,3.5329
2,1,1,2,1.9625
1,1,1,1,1.6303
1,3,1,1,0.89109
1,3,1,1,3.0744
1,1,1,1,0.92202
1,2,1,1,0.96057
2,1,1,2,1.4411
2,3,1,2,2.498
2,3,1,2,2.5318
2,1,1,2,1.387
1,3,1,1,1.3728
1,2,1,2,2.313
1,1,1,1,1.9034
1,2,1,1,2.4135
1,3,1,1,1.1212
2,2,1,1,1.7062
2,3,1,2,0.54572
2,2,1,2,3.0144
2,2,1,2,1.0894
1,2,1,1,2.6863
2,1,1,2,1.4808
2,2,1,2,1.7198
2,1,1,2,1.3195
2,2,1,2,1.8077
2,3,1,2,2.9649
1,3,1,2,1.7058
1,1,1,1,1.1916
1,1,1,1,0.7546
1,2,1,1,2.608
2,2,2,2,1.0901
2,2,2,2,1.8847
1,2,2,1,0.72192
2,2,2,2,0.91646
2,3,2,2,0.98879
2,2,2,2,1.3381
2,2,2,2,1.0224
2,1,2,2,0.61312
1,3,2,1,0.94172
2,1,2,2,0.67881
1,1,2,1,0.9346
1,2,2,1,0.89908
2,1,2,2,0.99467
2,1,2,2,1.0871
2,1,2,2,0.98905
2,3,2,2,1.473
1,2,2,1,0.67446
2,3,2,1,0.94604
1,2,2,1,1.369
1,3,2,1,2.2578
1,1,2,2,0.82289
1,3,2,1,0.96624
2,3,2,2,1.9147
2,3,2,2,1.3361
1,1,2,1,0.77923
1,2,2,2,1.5268
1,3,2,1,0.76047
1,1,2,1,0.62519
1,1,2,1,0.65096
1,3,2,2,1.1458
1,1,1,1,1.7547
2,1,1,2,1.1246
1,2,1,1,0.79706
1,1,1,1,1.7215
1,1,1,1,1.046
2,2,1,1,1.8475
2,1,1,2,1.1431
1,3,1,1,1.3016
2,3,1,1,1.0464
2,1,1,2,2.8465
2,2,1,2,1.8564
1,3,1,1,1.5002
2,3,1,2,2.0888
2,1,1,1,1.061
1,3,1,2,1.8641
1,3,1,1,1.4003
2,3,1,1,1.2603
2,2,1,1,2.7806
1,2,1,1,1.403
1,1,1,1,0.69596
1,3,1,2,2.7789
2,3,1,-1,4.9757
1,2,1,2,3.3583
2,1,1,2,1.0462
2,2,1,2,1.2948
1,2,1,1,1.2267
2,3,1,2,1.1102
1,1,1,1,3.4669
2,2,1,2,1.3462
1,2,1,1,0.79332
