2,108,1.6147,0
1,100,1.173,0
2,108,1.2372,0
3,116,1.0482,1
1,100,1.2201,0
3,116,1.9385,1
3,116,1.478,0
1,100,1.064,1
1,100,1.3515,1
2,108,1.1547,0
2,108,0.90872,1
1,100,1.1117,0
2,108,1.4876,0
3,116,3.7146,0
2,108,0.93958,1
3,116,1.229,0
3,116,1.0586,0
1,100,1.205,0
1,100,0.97917,1
2,108,0.88351,0
2,108,1.0842,0
3,116,1.0043,1
2,108,4.1039,0
1,100,0.91801,0
1,100,1.2131,0
3,116,0.99243,0
3,116,1.0286,0
3,116,0.9538,0
1,100,1.0586,0
3,116,1.0093,0
3,116,0.80402,1
1,100,0.93451,0
3,116,2.5081,0
1,100,0.87947,1
1,100,3.4485,1
3,116,1.2283,0
2,108,5.3352,0
1,100,1.1033,0
2,108,5.8722,1
2,108,4.7959,0
2,108,1.6918,0
2,108,0.79463,0
2,108,1.0951,0
2,108,1.0099,0
3,116,1.1821,0
3,116,1.0186,0
1,100,1.2647,1
2,108,1.2291,0
1,100,1.22,0
1,100,0.959,0
3,116,1.1804,0
1,100,0.85693,1
2,108,0.8034,0
3,116,1.0125,1
1,100,1.0393,0
2,108,0.90729,0
2,108,1.0724,1
3,116,0.84751,0
2,108,0.94385,1
1,100,0.84373,0
3,116,0.89811,0
1,100,1.6399,1
2,108,1.7444,0
3,116,0.91987,1
1,100,0.90854,0
1,100,0.83616,0
1,100,0.93275,0
2,108,0.79206,1
2,108,0.79631,0
1,100,0.85303,1
1,100,0.79386,0
2,108,0.93452,0
3,116,1.0586,0
3,116,0.80834,0
3,116,0.77167,0
3,116,0.88439,1
1,100,1.5172,0
3,116,1.0893,0
1,100,0.8439,0
2,108,0.90415,0
1,100,0.89528,0
3,116,0.99411,0
3,116,0.86404,0
2,108,0.79851,1
2,108,0.8238,0
2,108,0.87515,0
3,116,0.84324,1
1,100,1.2811,1
2,108,0.96722,1
3,116,0.8597,0
