"","target","BlkType","response","rt","sub","error"
"11887","Present","3:1",3,0.383008087798771,"olir",FALSE
"11888","Present","3:1",3,0.372254104674539,"olir",FALSE
"11889","Present","3:1",3,0.401737515976492,"olir",FALSE
"11890","Absent","3:1",1,0.479088454116209,"olir",FALSE
"11891","Present","3:1",3,0.342927645461714,"olir",FALSE
"11892","Present","3:1",3,0.353556246605876,"olir",FALSE
"11893","Absent","3:1",1,0.465588074433072,"olir",FALSE
"11894","Present","3:1",3,0.356055852721511,"olir",FALSE
"11895","Present","3:1",3,0.425384377846058,"olir",FALSE
"11896","Present","3:1",3,0.313129044317066,"olir",FALSE
"11897","Present","3:1",3,0.374448460382155,"olir",FALSE
"11898","Absent","3:1",1,0.379953377051606,"olir",FALSE
"11899","Present","3:1",3,0.323990436490021,"olir",FALSE
"11900","Absent","3:1",3,0.267926691867615,"olir",TRUE
"11901","Absent","3:1",1,0.425136711499363,"olir",FALSE
"11902","Present","3:1",3,0.32378401654114,"olir",FALSE
"11903","Absent","3:1",1,0.305141283989542,"olir",FALSE
"11904","Present","3:1",1,0.328979521323163,"olir",TRUE
"11905","Present","3:1",3,0.390257739860317,"olir",FALSE
"11906","Present","3:1",3,0.520787727329662,"olir",FALSE
"11907","Absent","3:1",1,0.395362022889458,"olir",FALSE
"11908","Present","3:1",3,0.368592144856848,"olir",FALSE
"11909","Present","3:1",3,0.363311290255297,"olir",FALSE
"11910","Present","3:1",3,0.366123969758519,"olir",FALSE
"11911","Absent","3:1",1,0.360576066163048,"olir",FALSE
"11912","Absent","3:1",1,0.422041374628861,"olir",FALSE
"11913","Present","3:1",3,0.440615369449915,"olir",FALSE
"11914","Present","3:1",3,0.392394237082954,"olir",FALSE
"11915","Present","3:1",3,0.349917744454615,"olir",FALSE
"11916","Absent","3:1",1,0.469899781546701,"olir",FALSE
"11917","Absent","3:1",1,0.765703861577094,"olir",FALSE
"11918","Present","3:1",3,0.370806582432124,"olir",FALSE
"11919","Present","3:1",3,0.381402489452739,"olir",FALSE
"11920","Present","3:1",3,0.427025974688149,"olir",FALSE
"11921","Absent","3:1",1,0.445254863623632,"olir",FALSE
"11922","Present","3:1",1,0.442629875527018,"olir",TRUE
"11923","Absent","3:1",1,0.565299939434226,"olir",FALSE
"11924","Present","3:1",3,0.442595692744362,"olir",FALSE
"11925","Present","3:1",3,0.445207760327321,"olir",FALSE
"11926","Present","3:1",3,0.407703368280636,"olir",FALSE
"11927","Present","3:1",3,0.391866785430466,"olir",FALSE
"11928","Absent","3:1",1,0.423582302744762,"olir",FALSE
"11929","Present","3:1",3,0.407612691617032,"olir",FALSE
"11930","Absent","3:1",1,0.426100276512443,"olir",FALSE
"11931","Present","3:1",3,0.367356891942109,"olir",FALSE
"11932","Absent","3:1",1,0.596911570110024,"olir",FALSE
"11933","Absent","3:1",1,0.615529863832307,"olir",FALSE
"11934","Present","3:1",3,0.452751760995852,"olir",FALSE
"11935","Present","3:1",3,0.354104592121985,"olir",FALSE
"11936","Present","3:1",3,0.391199798254092,"olir",FALSE
"11937","Present","3:1",3,0.386047949542444,"olir",FALSE
"11938","Present","3:1",3,0.369965294265057,"olir",FALSE
"11939","Absent","3:1",1,0.473750207175726,"olir",FALSE
"11940","Present","3:1",3,0.425801435612811,"olir",FALSE
"11941","Present","3:1",3,0.380600812413832,"olir",FALSE
"11942","Present","3:1",3,0.430979850882977,"olir",FALSE
"11943","Present","3:1",3,0.345819163777378,"olir",FALSE
"11944","Absent","3:1",1,0.468518226473861,"olir",FALSE
"11945","Absent","3:1",1,0.612090759366765,"olir",FALSE
"11946","Present","3:1",3,0.332285037383372,"olir",FALSE
"11947","Present","3:1",3,0.372116226973958,"olir",FALSE
"11948","Present","3:1",3,0.398950767720635,"olir",FALSE
"11949","Absent","3:1",1,0.467864016958629,"olir",FALSE
"11950","Present","3:1",3,0.398777474207236,"olir",FALSE
"11951","Absent","3:1",1,0.470846076605085,"olir",FALSE
"11952","Present","3:1",3,0.377313137712918,"olir",FALSE
"11953","Absent","3:1",1,0.403962148615392,"olir",FALSE
"11954","Present","3:1",3,0.478582520362579,"olir",FALSE
"11955","Present","3:1",3,0.414302077607317,"olir",FALSE
"11956","Absent","3:1",3,0.49174966960436,"olir",TRUE
"11957","Present","3:1",3,0.401228973310026,"olir",FALSE
"11958","Absent","3:1",1,0.702381781045005,"olir",FALSE
"11959","Present","3:1",3,0.579677327596983,"olir",FALSE
"11960","Present","3:1",3,0.395466168915846,"olir",FALSE
"11961","Present","3:1",3,0.464160675410312,"olir",FALSE
"11962","Present","3:1",3,0.363022738399195,"olir",FALSE
"11963","Present","3:1",3,0.347043417150417,"olir",FALSE
"11964","Present","3:1",3,0.461434890773489,"olir",FALSE
"11965","Absent","3:1",1,0.416270149534284,"olir",FALSE
"11966","Present","3:1",3,0.442854764629374,"olir",FALSE
"11967","Present","3:1",3,0.394941292343901,"olir",FALSE
"11968","Present","3:1",3,0.37863126310549,"olir",FALSE
"11969","Absent","3:1",1,0.48279214903323,"olir",FALSE
"11970","Present","3:1",3,0.439893681550529,"olir",FALSE
"11971","Absent","3:1",1,0.442742720437309,"olir",FALSE
"11972","Absent","3:1",1,0.431713169875366,"olir",FALSE
"11973","Present","3:1",3,0.522318110772176,"olir",FALSE
"11974","Absent","3:1",1,0.378590340003029,"olir",FALSE
"11975","Present","3:1",3,0.423547886888628,"olir",FALSE
"11976","Present","3:1",3,0.436852925107814,"olir",FALSE
"11977","Present","3:1",3,0.519546760369849,"olir",FALSE
"11978","Present","3:1",3,0.466169745624029,"olir",FALSE
"11979","Present","3:1",3,0.378010164988154,"olir",FALSE
"11980","Present","3:1",3,0.516969281567071,"olir",FALSE
"11981","Present","3:1",3,0.404950020884826,"olir",FALSE
"11982","Present","3:1",3,0.354241894657207,"olir",FALSE
"11983","Present","3:1",3,0.394176031076313,"olir",FALSE
"11984","Present","3:1",3,0.383423472703726,"olir",FALSE
"11985","Present","3:1",3,0.388711240549128,"olir",FALSE
"11986","Present","3:1",3,0.372615499351923,"olir",FALSE
"11987","Absent","3:1",1,0.51928798170502,"olir",FALSE
"11988","Present","3:1",3,0.647082842821874,"olir",FALSE
"11989","Present","3:1",3,0.332294067081421,"olir",FALSE
"11990","Absent","3:1",1,0.673539591078224,"olir",FALSE
"11991","Absent","3:1",1,0.545466771646716,"olir",FALSE
"11992","Absent","3:1",1,0.422774099662092,"olir",FALSE
"11993","Present","3:1",3,0.465433862829741,"olir",FALSE
"11994","Present","3:1",3,0.420152716678786,"olir",FALSE
"11995","Present","3:1",3,0.390612108516507,"olir",FALSE
"11996","Present","3:1",3,0.363899720562586,"olir",FALSE
"11997","Present","3:1",3,0.334640908900838,"olir",FALSE
"11998","Absent","3:1",1,0.465234404995499,"olir",FALSE
"11999","Present","3:1",3,0.369316280021849,"olir",FALSE
"12000","Present","3:1",3,0.531896808403872,"olir",FALSE
"12001","Present","1:1",3,0.589348968714717,"ricg",FALSE
"12002","Present","1:1",3,0.40360287790827,"ricg",FALSE
"12003","Absent","1:1",1,0.48910627250325,"ricg",FALSE
"12004","Absent","1:1",1,0.38491256839734,"ricg",FALSE
"12005","Present","1:1",3,0.478308182197907,"ricg",FALSE
"12006","Present","1:1",3,0.33142079152924,"ricg",FALSE
"12007","Absent","1:1",1,0.438352392548381,"ricg",FALSE
"12008","Absent","1:1",1,0.33417631552561,"ricg",FALSE
"12009","Present","1:1",1,0.34469759408546,"ricg",TRUE
"12010","Present","1:1",3,0.603319960319027,"ricg",FALSE
"12011","Absent","1:1",1,0.61944441460264,"ricg",FALSE
"12012","Present","1:1",3,0.41106778413598,"ricg",FALSE
"12013","Present","1:1",3,0.44050306211102,"ricg",FALSE
"12014","Present","1:1",3,0.432434944237912,"ricg",FALSE
"12015","Absent","1:1",1,0.515143542040846,"ricg",FALSE
"12016","Absent","1:1",1,0.704210238502924,"ricg",FALSE
"12017","Present","1:1",3,0.488500816590772,"ricg",FALSE
"12018","Absent","1:1",1,0.720396039847969,"ricg",FALSE
"12019","Present","1:1",3,0.493407528925218,"ricg",FALSE
"12020","Present","1:1",3,0.581672966041538,"ricg",FALSE
"12021","Absent","1:1",1,0.682911425170118,"ricg",FALSE
"12022","Present","1:1",3,0.688070130738083,"ricg",FALSE
"12023","Present","1:1",3,0.546938146276261,"ricg",FALSE
"12024","Present","1:1",3,0.656041464851114,"ricg",FALSE
"12025","Present","1:1",3,0.418556997619135,"ricg",FALSE
"12026","Absent","1:1",1,0.741067465853575,"ricg",FALSE
"12027","Present","1:1",3,0.490451419322426,"ricg",FALSE
"12028","Absent","1:1",1,0.876949124514454,"ricg",FALSE
"12029","Absent","1:1",1,0.527608976233296,"ricg",FALSE
"12030","Present","1:1",3,0.36500883964743,"ricg",FALSE
"12031","Absent","1:1",1,0.429206300906344,"ricg",FALSE
"12032","Present","1:1",3,0.39707810158302,"ricg",FALSE
"12033","Present","1:1",3,0.703606244935486,"ricg",FALSE
"12034","Absent","1:1",1,0.455550835804729,"ricg",FALSE
"12035","Absent","1:1",1,0.506237004302307,"ricg",FALSE
"12036","Present","1:1",3,0.428701498684291,"ricg",FALSE
"12037","Present","1:1",3,0.497888984587121,"ricg",FALSE
"12038","Present","1:1",3,0.364518657115468,"ricg",FALSE
"12039","Absent","1:1",1,0.418127192264251,"ricg",FALSE
"12040","Absent","1:1",1,0.332667946201013,"ricg",FALSE
"12041","Absent","1:1",1,0.759221632346225,"ricg",FALSE
"12042","Absent","1:1",1,0.444225162273824,"ricg",FALSE
"12043","Present","1:1",3,0.588279186333011,"ricg",FALSE
"12044","Absent","1:1",1,0.894939925650533,"ricg",FALSE
"12045","Present","1:1",3,0.404309498767816,"ricg",FALSE
"12046","Present","1:1",3,0.401211410133214,"ricg",FALSE
"12047","Present","1:1",3,0.396106435403794,"ricg",FALSE
"12048","Present","1:1",3,0.342841284407541,"ricg",FALSE
"12049","Absent","1:1",1,0.465269572699526,"ricg",FALSE
"12050","Present","1:1",3,0.419975201537113,"ricg",FALSE
"12051","Present","1:1",3,0.529035100872989,"ricg",FALSE
"12052","Absent","1:1",1,0.513069681299953,"ricg",FALSE
"12053","Absent","1:1",1,0.547888181780195,"ricg",FALSE
"12054","Absent","1:1",1,0.483601566350558,"ricg",FALSE
"12055","Present","1:1",3,0.523500794453071,"ricg",FALSE
"12056","Absent","1:1",1,0.624961131531677,"ricg",FALSE
"12057","Present","1:1",3,0.475750657449566,"ricg",FALSE
"12058","Absent","1:1",1,0.715644114280963,"ricg",FALSE
"12059","Present","1:1",3,0.422330121966411,"ricg",FALSE
"12060","Absent","1:1",1,0.512952137337606,"ricg",FALSE
"12061","Absent","1:1",1,0.470124911240077,"ricg",FALSE
"12062","Present","1:1",3,0.456579198863778,"ricg",FALSE
"12063","Present","1:1",3,0.395494325633877,"ricg",FALSE
"12064","Absent","1:1",1,0.51258190092301,"ricg",FALSE
"12065","Absent","1:1",1,0.363196967962836,"ricg",FALSE
"12066","Present","1:1",3,0.42720761747637,"ricg",FALSE
"12067","Present","1:1",3,0.416533747546055,"ricg",FALSE
"12068","Present","1:1",3,0.341614858192997,"ricg",FALSE
"12069","Absent","1:1",1,0.605856064909517,"ricg",FALSE
"12070","Present","1:1",3,0.53124786934552,"ricg",FALSE
"12071","Absent","1:1",1,0.554797302953148,"ricg",FALSE
"12072","Absent","1:1",1,0.458867189758166,"ricg",FALSE
"12073","Absent","1:1",1,0.482688164654746,"ricg",FALSE
"12074","Present","1:1",3,0.429488544755827,"ricg",FALSE
"12075","Absent","1:1",1,0.656298882669944,"ricg",FALSE
"12076","Absent","1:1",1,0.44524467983797,"ricg",FALSE
"12077","Absent","1:1",1,0.400118200158772,"ricg",FALSE
"12078","Absent","1:1",1,0.362673185330664,"ricg",FALSE
"12079","Absent","1:1",1,0.362435349400585,"ricg",FALSE
"12080","Present","1:1",3,0.458563070882519,"ricg",FALSE
"12081","Absent","1:1",1,0.671557899419327,"ricg",FALSE
"12082","Absent","1:1",1,0.367543196190582,"ricg",FALSE
"12083","Absent","1:1",1,0.404798376843019,"ricg",FALSE
"12084","Absent","1:1",1,0.412643511549163,"ricg",FALSE
"12085","Present","1:1",3,0.516602199156296,"ricg",FALSE
"12086","Present","1:1",3,0.468725105049998,"ricg",FALSE
"12087","Absent","1:1",1,0.503050163735793,"ricg",FALSE
"12088","Present","1:1",3,0.473693390000449,"ricg",FALSE
"12089","Absent","1:1",1,0.474013214986826,"ricg",FALSE
"12090","Present","1:1",1,0.369855246230259,"ricg",TRUE
"12091","Present","1:1",3,0.52193100288207,"ricg",FALSE
"12092","Present","1:1",1,0.489629656656007,"ricg",TRUE
"12093","Absent","1:1",1,0.836425820976501,"ricg",FALSE
"12094","Absent","1:1",1,0.607083013658553,"ricg",FALSE
"12095","Absent","1:1",1,0.455135146401517,"ricg",FALSE
"12096","Present","1:1",3,0.492241912200825,"ricg",FALSE
"12097","Absent","1:1",1,0.481686826782493,"ricg",FALSE
"12098","Absent","1:1",1,0.438750349609563,"ricg",FALSE
"12099","Present","1:1",1,0.55087224510271,"ricg",TRUE
"12100","Present","1:1",3,0.45487897289172,"ricg",FALSE
"12101","Present","1:1",3,0.390712228394705,"ricg",FALSE
"12102","Present","1:1",3,0.377319441961617,"ricg",FALSE
"12103","Present","1:1",3,0.619965505617984,"ricg",FALSE
"12104","Absent","1:1",1,0.499998731047299,"ricg",FALSE
"12105","Absent","1:1",1,0.494230385531182,"ricg",FALSE
"12106","Absent","1:1",1,0.454367452904989,"ricg",FALSE
"12107","Present","1:1",3,0.497179104465204,"ricg",FALSE
"12108","Absent","1:1",1,0.806376756610007,"ricg",FALSE
"12109","Present","1:1",3,0.518100448602809,"ricg",FALSE
"12110","Absent","1:1",1,0.611481175807285,"ricg",FALSE
"12111","Absent","1:1",1,0.686024656029304,"ricg",FALSE
"12112","Absent","1:1",1,0.611640608997277,"ricg",FALSE
"12113","Absent","1:1",1,0.605913727914412,"ricg",FALSE
"12114","Present","1:1",3,0.557981139885669,"ricg",FALSE
"12115","Absent","1:1",1,0.944567788730637,"ricg",FALSE
"12116","Present","1:1",3,0.443118840065154,"ricg",FALSE
"12117","Absent","1:1",1,0.736708162984087,"ricg",FALSE
"12118","Absent","1:1",1,0.523184394135569,"ricg",FALSE
"12119","Absent","1:1",1,0.533949436949115,"ricg",FALSE
"12120","Present","1:1",3,0.509872032914245,"ricg",FALSE
"12121","Present","1:1",3,0.613475126352341,"ricg",FALSE
"12122","Absent","1:1",1,0.458530651184219,"ricg",FALSE
"12123","Absent","1:1",1,0.498626995113,"ricg",FALSE
"12124","Absent","1:1",1,0.442384712835747,"ricg",FALSE
"12125","Absent","1:1",1,0.431907676788569,"ricg",FALSE
"12126","Absent","1:1",1,0.453114696963439,"ricg",FALSE
"12127","Present","1:1",3,0.413114567060575,"ricg",FALSE
"12128","Present","1:1",3,0.373108741907117,"ricg",FALSE
"12129","Absent","1:1",1,0.477020134497252,"ricg",FALSE
"12130","Present","1:1",3,0.389061838686757,"ricg",FALSE
"12131","Absent","1:1",1,0.52738259471198,"ricg",FALSE
"12132","Present","1:1",3,0.426335214067876,"ricg",FALSE
"12133","Absent","1:1",1,0.474232905058216,"ricg",FALSE
"12134","Absent","1:1",1,0.468563311056187,"ricg",FALSE
"12135","Absent","1:1",1,0.457917221920525,"ricg",FALSE
"12136","Present","1:1",3,0.415434785931893,"ricg",FALSE
"12137","Present","1:1",3,0.340774596299298,"ricg",FALSE
"12138","Present","1:1",3,0.295066336410173,"ricg",FALSE
"12139","Present","1:1",3,0.337751233866584,"ricg",FALSE
"12140","Absent","1:1",1,0.476302991520697,"ricg",FALSE
"12141","Present","1:1",3,0.431267635854738,"ricg",FALSE
"12142","Absent","1:1",1,0.420468692201666,"ricg",FALSE
"12143","Absent","1:1",1,0.553600033415478,"ricg",FALSE
"12144","Present","1:1",3,0.377644706570436,"ricg",FALSE
"12145","Present","1:1",3,0.497618950754031,"ricg",FALSE
"12146","Absent","1:1",1,0.593564608412407,"ricg",FALSE
"12147","Absent","1:1",1,0.497464957186367,"ricg",FALSE
"12148","Absent","1:1",1,0.412191910112369,"ricg",FALSE
"12149","Absent","1:1",1,0.409471666597028,"ricg",FALSE
"12150","Absent","1:1",1,0.374599378889798,"ricg",FALSE
"12151","Present","1:1",3,0.462600451108983,"ricg",FALSE
"12152","Absent","1:1",1,0.657207848460757,"ricg",FALSE
"12153","Absent","1:1",1,0.484017823399199,"ricg",FALSE
"12154","Present","1:1",3,0.443885067457586,"ricg",FALSE
"12155","Present","1:1",3,0.353269040557961,"ricg",FALSE
"12156","Absent","1:1",1,0.435675335198994,"ricg",FALSE
"12157","Absent","1:1",1,0.409179761496944,"ricg",FALSE
"12158","Present","1:1",3,0.459565123010634,"ricg",FALSE
"12159","Present","1:1",3,0.37975219372629,"ricg",FALSE
"12160","Absent","1:1",1,0.480716352282798,"ricg",FALSE
"12161","Absent","1:1",1,0.681398721440019,"ricg",FALSE
"12162","Absent","1:1",1,0.460105295935819,"ricg",FALSE
"12163","Present","1:1",3,0.572029015496355,"ricg",FALSE
"12164","Absent","1:1",1,0.43592506536902,"ricg",FALSE
"12165","Present","1:1",3,0.441397772858409,"ricg",FALSE
"12166","Absent","1:1",1,0.435913520738495,"ricg",FALSE
"12167","Present","1:1",3,0.449283856981765,"ricg",FALSE
"12168","Present","1:1",1,0.430402484023261,"ricg",TRUE
"12169","Absent","1:1",1,0.603600474917585,"ricg",FALSE
"12170","Present","1:1",3,0.553056368155012,"ricg",FALSE
"12171","Present","1:1",1,0.531735815128968,"ricg",TRUE
"12172","Absent","1:1",1,0.694179492084686,"ricg",FALSE
"12173","Present","1:1",3,0.766234061233945,"ricg",FALSE
"12174","Absent","1:1",1,0.515464788020608,"ricg",FALSE
"12175","Absent","1:1",1,0.531405998078753,"ricg",FALSE
"12176","Absent","1:1",1,0.667538477089465,"ricg",FALSE
"12177","Present","1:1",3,0.387399502109247,"ricg",FALSE
"12178","Present","1:1",3,0.38724767010558,"ricg",FALSE
"12179","Absent","1:1",1,0.581665616724422,"ricg",FALSE
"12180","Absent","1:1",1,0.459239659162222,"ricg",FALSE
"12181","Absent","1:1",1,0.619116901967345,"ricg",FALSE
"12182","Present","1:1",3,0.947017859320795,"ricg",FALSE
"12183","Present","1:1",3,0.413773840273961,"ricg",FALSE
"12184","Absent","1:1",1,0.698848157971725,"ricg",FALSE
"12185","Present","1:1",3,0.613387911950213,"ricg",FALSE
"12186","Absent","1:1",1,0.626713516979407,"ricg",FALSE
"12187","Present","1:1",3,0.706907362683296,"ricg",FALSE
"12188","Present","1:1",3,0.474697453322733,"ricg",FALSE
"12189","Present","1:1",3,0.504255011904206,"ricg",FALSE
"12190","Absent","1:1",1,0.671903727079098,"ricg",FALSE
"12191","Present","1:1",3,0.54944761288175,"ricg",FALSE
"12192","Present","1:1",3,0.418587500104422,"ricg",FALSE
"12193","Absent","1:1",1,0.59186409297854,"ricg",FALSE
"12194","Absent","1:1",1,0.455656748673846,"ricg",FALSE
"12195","Absent","1:1",1,0.703717883129457,"ricg",FALSE
"12196","Present","1:1",3,0.804938779081795,"ricg",FALSE
"12197","Absent","1:1",1,0.892938340085948,"ricg",FALSE
"12198","Absent","1:1",1,0.666346635896616,"ricg",FALSE
"12199","Absent","1:1",1,0.567524523202792,"ricg",FALSE
"12200","Present","1:1",3,0.575663675702799,"ricg",FALSE
"12201","Absent","1:1",1,0.585790504573879,"ricg",FALSE
"12202","Present","1:1",3,0.53534132241748,"ricg",FALSE
"12203","Present","1:1",3,0.340658905643068,"ricg",FALSE
"12204","Absent","1:1",1,0.519266148030738,"ricg",FALSE
"12205","Present","1:1",3,0.409910584353156,"ricg",FALSE
"12206","Present","1:1",3,0.3592218482936,"ricg",FALSE
"12207","Absent","1:1",1,0.404540996616561,"ricg",FALSE
"12208","Absent","1:1",1,0.452336778329936,"ricg",FALSE
"12209","Absent","1:1",1,0.4682928749844,"ricg",FALSE
"12210","Absent","1:1",1,0.414961925984699,"ricg",FALSE
"12211","Absent","1:1",1,0.460075274633482,"ricg",FALSE
"12212","Present","1:1",3,0.54267100872994,"ricg",FALSE
"12213","Absent","1:1",1,1.01478439705943,"ricg",FALSE
"12214","Present","1:1",3,0.494619384319776,"ricg",FALSE
"12215","Absent","1:1",1,0.481408210601103,"ricg",FALSE
"12216","Present","1:1",3,0.611997932417125,"ricg",FALSE
"12217","Present","1:1",3,0.40372099703427,"ricg",FALSE
"12218","Absent","1:1",1,0.539851705442743,"ricg",FALSE
"12219","Absent","1:1",1,0.521227727747373,"ricg",FALSE
"12220","Present","1:1",3,0.443572456455286,"ricg",FALSE
"12221","Absent","1:1",1,0.619800922267359,"ricg",FALSE
"12222","Absent","1:1",1,0.393003215404633,"ricg",FALSE
"12223","Absent","1:1",1,0.406421793993559,"ricg",FALSE
"12224","Absent","1:1",1,0.478320347103363,"ricg",FALSE
"12225","Present","1:1",3,0.43533646965443,"ricg",FALSE
"12226","Present","1:1",3,0.373986490956895,"ricg",FALSE
"12227","Absent","1:1",1,0.520692626039136,"ricg",FALSE
"12228","Present","1:1",3,0.427494338582164,"ricg",FALSE
"12229","Present","1:1",3,0.413870956518167,"ricg",FALSE
"12230","Absent","1:1",1,0.565811684975642,"ricg",FALSE
"12231","Present","1:1",3,0.475269850465793,"ricg",FALSE
"12232","Present","1:1",3,0.392373877030877,"ricg",FALSE
"12233","Present","1:1",3,0.363196573242703,"ricg",FALSE
"12234","Absent","1:1",1,0.493787001796136,"ricg",FALSE
"12235","Present","1:1",3,0.376544207426605,"ricg",FALSE
"12236","Absent","1:1",1,0.523216114615025,"ricg",FALSE
"12237","Present","1:1",3,0.389732318199094,"ricg",FALSE
"12238","Absent","1:1",1,0.464247404870321,"ricg",FALSE
"12239","Absent","1:1",1,0.669444104256399,"ricg",FALSE
"12240","Absent","1:1",1,0.469492636899076,"ricg",FALSE
"12241","Present","1:1",3,0.431960024226328,"ricg",FALSE
"12242","Absent","1:1",1,0.597290652019637,"ricg",FALSE
"12243","Absent","1:1",1,0.506627484232013,"ricg",FALSE
"12244","Present","1:1",3,0.575766735307525,"ricg",FALSE
"12245","Absent","1:1",1,0.474471222171132,"ricg",FALSE
"12246","Present","1:1",3,0.418501721732582,"ricg",FALSE
"12247","Present","1:1",3,0.442323925901292,"ricg",FALSE
"12248","Present","1:1",3,0.503860253957782,"ricg",FALSE
"12249","Present","1:1",3,0.458179075644466,"ricg",FALSE
"12250","Present","1:1",3,0.468718447433275,"ricg",FALSE
"12251","Absent","1:1",1,0.532800804477802,"ricg",FALSE
"12252","Absent","1:1",1,0.51415170001269,"ricg",FALSE
"12253","Absent","1:1",1,0.420708061902133,"ricg",FALSE
"12254","Absent","1:1",1,0.778037846372172,"ricg",FALSE
"12255","Present","1:1",3,0.612735473037901,"ricg",FALSE
"12256","Present","1:1",3,0.420701938097864,"ricg",FALSE
"12257","Present","1:1",3,0.423421617726945,"ricg",FALSE
"12258","Absent","1:1",1,0.500594939225721,"ricg",FALSE
"12259","Absent","1:1",1,0.663059596507992,"ricg",FALSE
"12260","Present","1:1",3,0.412505434610011,"ricg",FALSE
"12261","Present","1:1",3,0.399051383818687,"ricg",FALSE
"12262","Present","1:1",3,0.45251138005915,"ricg",FALSE
"12263","Absent","1:1",1,0.604284698216588,"ricg",FALSE
"12264","Absent","1:1",1,0.956132610166605,"ricg",FALSE
"12265","Present","1:1",3,0.561628615346081,"ricg",FALSE
"12266","Present","1:1",3,0.510867288333884,"ricg",FALSE
"12267","Present","1:1",3,0.36933342592215,"ricg",FALSE
"12268","Absent","1:1",1,0.780178144187857,"ricg",FALSE
"12269","Present","1:1",3,0.510578116202396,"ricg",FALSE
"12270","Absent","1:1",1,0.737417584478635,"ricg",FALSE
"12271","Absent","1:1",1,0.782578179274196,"ricg",FALSE
"12272","Absent","1:1",1,0.545012128983899,"ricg",FALSE
"12273","Absent","1:1",1,0.473094354872273,"ricg",FALSE
"12274","Absent","1:1",1,0.523585505200117,"ricg",FALSE
"12275","Absent","1:1",1,0.497197772858271,"ricg",FALSE
"12276","Present","1:1",3,0.832782085961526,"ricg",FALSE
"12277","Present","1:1",3,0.403451004552835,"ricg",FALSE
"12278","Absent","1:1",1,0.630044114698649,"ricg",FALSE
"12279","Present","1:1",3,0.491342596382765,"ricg",FALSE
"12280","Present","1:1",3,0.411381808612759,"ricg",FALSE
"12281","Present","1:1",3,0.771364016123016,"ricg",FALSE
"12282","Present","1:1",3,0.406065519401864,"ricg",FALSE
"12283","Present","1:1",3,0.33393002882076,"ricg",FALSE
"12284","Absent","1:1",1,0.480347247400005,"ricg",FALSE
"12285","Absent","1:1",1,0.59795579716797,"ricg",FALSE
"12286","Absent","1:1",1,0.461852226723977,"ricg",FALSE
"12287","Absent","1:1",1,0.421848604486058,"ricg",FALSE
"12288","Present","1:1",3,0.504257523077513,"ricg",FALSE
"12289","Absent","1:1",1,0.693567750720604,"ricg",FALSE
"12290","Present","1:1",3,0.549389562674833,"ricg",FALSE
"12291","Present","1:1",3,0.432071057182156,"ricg",FALSE
"12292","Absent","1:1",1,0.421566003508588,"ricg",FALSE
"12293","Absent","1:1",1,0.426847925734137,"ricg",FALSE
"12294","Absent","1:1",1,0.535922643999811,"ricg",FALSE
"12295","Absent","1:1",1,0.559978838394272,"ricg",FALSE
"12296","Absent","1:1",1,0.592087241552235,"ricg",FALSE
"12297","Absent","1:1",1,0.498493425504421,"ricg",FALSE
"12298","Absent","1:1",1,0.437195948373073,"ricg",FALSE
"12299","Absent","1:1",1,0.487816988012128,"ricg",FALSE
"12300","Absent","1:1",1,0.490465956309208,"ricg",FALSE
"12301","Present","1:1",3,0.522327358506345,"ricg",FALSE
"12302","Absent","1:1",1,0.551753046656358,"ricg",FALSE
"12303","Present","1:1",3,0.682224156885695,"ricg",FALSE
"12304","Absent","1:1",1,0.642131346643737,"ricg",FALSE
"12305","Present","1:1",3,0.516983363685767,"ricg",FALSE
"12306","Absent","1:1",1,0.554184896202969,"ricg",FALSE
"12307","Present","1:1",3,0.727445741614929,"ricg",FALSE
"12308","Present","1:1",3,0.543264164404263,"ricg",FALSE
"12309","Absent","1:1",1,0.498123478551406,"ricg",FALSE
"12310","Present","1:1",3,0.444366073681067,"ricg",FALSE
"12311","Absent","1:1",1,0.56705830207602,"ricg",FALSE
"12312","Present","1:1",3,0.561739881375161,"ricg",FALSE
"12313","Present","1:1",3,0.417822911741496,"ricg",FALSE
"12314","Absent","1:1",1,0.580421916795558,"ricg",FALSE
"12315","Present","1:1",3,0.553656106261087,"ricg",FALSE
"12316","Present","1:1",3,0.409641693329377,"ricg",FALSE
"12317","Absent","1:1",1,0.492113481475371,"ricg",FALSE
"12318","Present","1:1",3,0.46831074641841,"ricg",FALSE
"12319","Present","1:1",3,0.428038646673031,"ricg",FALSE
"12320","Present","1:1",3,0.598707356000205,"ricg",FALSE
"12321","Present","1:1",3,0.499658421954109,"ricg",FALSE
"12322","Present","1:1",3,0.411939661250699,"ricg",FALSE
"12323","Present","1:1",3,0.366433674867267,"ricg",FALSE
"12324","Absent","1:1",1,0.499760699636681,"ricg",FALSE
"12325","Present","1:1",3,0.435788676329366,"ricg",FALSE
"12326","Absent","1:1",1,0.454172306921009,"ricg",FALSE
"12327","Present","1:1",3,0.630397705191854,"ricg",FALSE
"12328","Absent","1:1",1,0.493962607242793,"ricg",FALSE
"12329","Present","1:1",3,0.384908230232668,"ricg",FALSE
"12330","Present","1:1",3,0.328877435361846,"ricg",FALSE
"12331","Absent","1:1",1,0.446115756234121,"ricg",FALSE
"12332","Present","1:1",3,0.430146216532194,"ricg",FALSE
"12333","Absent","1:1",1,0.6512438118707,"ricg",FALSE
