"","target","BlkType","response","rt","sub","error"
"1383","Present","3:1",3,0.454061394355449,"alis",FALSE
"1384","Present","3:1",3,0.419516229198052,"alis",FALSE
"1385","Present","3:1",3,0.590110626211754,"alis",FALSE
"1386","Present","3:1",3,0.424601935190367,"alis",FALSE
"1387","Present","3:1",3,0.414034754476234,"alis",FALSE
"1388","Absent","3:1",1,0.50465802688268,"alis",FALSE
"1389","Present","3:1",3,0.451471661348478,"alis",FALSE
"1390","Present","3:1",3,0.488495754945689,"alis",FALSE
"1391","Present","3:1",3,0.365811531361032,"alis",FALSE
"1392","Present","3:1",3,0.347238073080007,"alis",FALSE
"1393","Absent","3:1",1,0.845925201747377,"alis",FALSE
"1394","Present","3:1",3,0.39252587925148,"alis",FALSE
"1395","Present","3:1",3,0.464249478714919,"alis",FALSE
"1396","Present","3:1",3,0.586845551109946,"alis",FALSE
"1397","Present","3:1",3,0.442822600747604,"alis",FALSE
"1398","Present","3:1",3,0.445437148717247,"alis",FALSE
"1399","Present","3:1",3,0.605363191707511,"alis",FALSE
"1400","Present","3:1",3,0.378730013198947,"alis",FALSE
"1401","Present","3:1",3,0.962597231504333,"alis",FALSE
"1402","Present","3:1",3,0.808013634046802,"alis",FALSE
"1403","Absent","3:1",1,0.69573011929424,"alis",FALSE
"1404","Present","3:1",3,0.533140943492981,"alis",FALSE
"1405","Present","3:1",3,0.543520310933673,"alis",FALSE
"1406","Absent","3:1",1,0.924882033181348,"alis",FALSE
"1407","Present","3:1",3,0.431397903579636,"alis",FALSE
"1408","Present","3:1",3,0.772939712122025,"alis",FALSE
"1409","Present","3:1",3,0.54620550315849,"alis",FALSE
"1410","Present","3:1",3,0.455390395058203,"alis",FALSE
"1411","Present","3:1",3,0.484886112410095,"alis",FALSE
"1412","Present","3:1",3,0.465955921690693,"alis",FALSE
"1413","Present","3:1",3,0.431394764586003,"alis",FALSE
"1414","Absent","3:1",1,0.729805157305236,"alis",FALSE
"1415","Present","3:1",3,0.460394284235008,"alis",FALSE
"1416","Present","3:1",1,0.494933415759078,"alis",TRUE
"1417","Present","3:1",1,0.641830698639751,"alis",TRUE
"1418","Present","3:1",3,0.814970706074746,"alis",FALSE
"1419","Absent","3:1",1,1.14033288611972,"alis",FALSE
"1420","Present","3:1",3,0.534825082704629,"alis",FALSE
"1421","Present","3:1",3,0.492229724151912,"alis",FALSE
"1422","Absent","3:1",1,0.659966182833159,"alis",FALSE
"1423","Present","3:1",3,0.686662005029575,"alis",FALSE
"1424","Present","3:1",3,0.654877856630264,"alis",FALSE
"1425","Absent","3:1",1,0.659865938063376,"alis",FALSE
"1426","Present","3:1",3,0.422604610957933,"alis",FALSE
"1427","Absent","3:1",1,0.667854178640482,"alis",FALSE
"1428","Absent","3:1",1,1.1479940586778,"alis",FALSE
"1429","Present","3:1",3,0.614466586748676,"alis",FALSE
"1430","Present","3:1",3,0.763744286321526,"alis",FALSE
"1431","Present","3:1",3,0.47569027308964,"alis",FALSE
"1432","Present","3:1",3,0.456809336363222,"alis",FALSE
"1433","Present","3:1",3,0.576885718523044,"alis",FALSE
"1434","Present","3:1",3,0.568940645676776,"alis",FALSE
"1435","Absent","3:1",1,0.464728789764195,"alis",FALSE
"1436","Absent","3:1",1,0.56617814400488,"alis",FALSE
"1437","Absent","3:1",1,0.781889886719,"alis",FALSE
"1438","Present","3:1",3,0.507535054801338,"alis",FALSE
"1439","Present","3:1",3,0.502142569588614,"alis",FALSE
"1440","Present","3:1",3,0.483238272739982,"alis",FALSE
"1441","Present","3:1",3,0.613552196251476,"alis",FALSE
"1442","Present","3:1",3,0.530873026798872,"alis",FALSE
"1443","Absent","3:1",1,0.674724043055903,"alis",FALSE
"1444","Present","3:1",3,0.552037045126781,"alis",FALSE
"1445","Present","3:1",3,0.794746167630365,"alis",FALSE
"1446","Absent","3:1",1,0.552188525030942,"alis",FALSE
"1447","Present","3:1",3,0.456088905550132,"alis",FALSE
"1448","Absent","3:1",1,0.576119371951791,"alis",FALSE
"1449","Present","3:1",3,0.808075109438505,"alis",FALSE
"1450","Absent","3:1",1,0.903895997627842,"alis",FALSE
"1451","Present","3:1",3,0.573212574348872,"alis",FALSE
"1452","Present","3:1",3,0.589174886805267,"alis",FALSE
"1453","Present","3:1",3,0.922407191072125,"alis",FALSE
"1454","Present","3:1",3,1.03440500484794,"alis",FALSE
"1455","Absent","3:1",1,0.879577881692967,"alis",FALSE
"1456","Present","3:1",3,0.602285911081708,"alis",FALSE
"1457","Present","3:1",3,0.682299789899844,"alis",FALSE
"1458","Present","3:1",3,0.487366146076965,"alis",FALSE
"1459","Present","3:1",3,0.727203638976789,"alis",FALSE
"1460","Present","3:1",3,0.705863630286331,"alis",FALSE
"1461","Present","3:1",3,0.663471178489999,"alis",FALSE
"1462","Absent","3:1",1,0.671177755546523,"alis",FALSE
"1463","Present","3:1",3,0.609759104958357,"alis",FALSE
"1464","Present","3:1",3,0.428366448486486,"alis",FALSE
"1465","Present","3:1",3,0.433780478095287,"alis",FALSE
"1466","Present","3:1",3,0.660356105894607,"alis",FALSE
"1467","Present","3:1",3,0.353852938500495,"alis",FALSE
"1468","Present","3:1",3,0.276193044930551,"alis",FALSE
"1469","Present","3:1",3,0.420336370967561,"alis",FALSE
"1470","Present","3:1",3,0.39081298536621,"alis",FALSE
"1471","Absent","3:1",1,0.433524693409709,"alis",FALSE
"1472","Present","3:1",3,0.481271736949566,"alis",FALSE
"1473","Present","3:1",3,0.422622933652747,"alis",FALSE
"1474","Present","3:1",3,0.478678846156981,"alis",FALSE
"1475","Absent","3:1",1,0.572157744936703,"alis",FALSE
"1476","Present","3:1",3,0.425375743918266,"alis",FALSE
"1477","Present","3:1",3,0.923706177738495,"alis",FALSE
"1478","Present","3:1",1,0.443657617957797,"alis",TRUE
"1479","Present","3:1",3,0.806629135200637,"alis",FALSE
"1480","Present","3:1",3,0.576994880288112,"alis",FALSE
"1481","Present","3:1",3,0.577044664336427,"alis",FALSE
"1482","Absent","3:1",1,0.616832090403477,"alis",FALSE
"1483","Present","3:1",3,0.53141449742543,"alis",FALSE
"1484","Present","3:1",3,0.576833024791995,"alis",FALSE
"1485","Present","3:1",3,0.472729988556239,"alis",FALSE
"1486","Present","3:1",3,0.992770054050197,"alis",FALSE
"1487","Present","3:1",3,0.81657990793974,"alis",FALSE
"1488","Present","3:1",3,0.52579176051222,"alis",FALSE
"1489","Absent","3:1",1,0.597920673495537,"alis",FALSE
"1490","Present","3:1",3,0.733800869646075,"alis",FALSE
"1491","Present","3:1",3,0.629525933134573,"alis",FALSE
"1492","Absent","3:1",1,0.666897571511072,"alis",FALSE
"1493","Present","3:1",3,0.856311595267471,"alis",FALSE
"1494","Present","3:1",3,1.03469786723872,"alis",FALSE
"1495","Present","3:1",3,0.562702688715945,"alis",FALSE
"1496","Present","3:1",3,0.525206907870597,"alis",FALSE
"1497","Present","3:1",1,0.525491902106296,"alis",TRUE
"1498","Present","3:1",3,0.538663552179059,"alis",FALSE
"1499","Present","3:1",3,0.682535169253242,"alis",FALSE
"1500","Present","3:1",3,0.509355212023365,"alis",FALSE
"1501","Absent","3:1",1,0.754685013867856,"alis",FALSE
"1502","Present","3:1",3,0.546632357312774,"alis",FALSE
"1503","Present","3:1",1,0.535813572227198,"alis",TRUE
"1504","Present","3:1",3,0.67972817282498,"alis",FALSE
"1505","Present","3:1",3,0.519787664157775,"alis",FALSE
"1506","Present","3:1",3,0.78646156101604,"alis",FALSE
"1507","Absent","3:1",1,0.6848748805387,"alis",FALSE
"1508","Present","3:1",3,0.484672018061246,"alis",FALSE
"1509","Present","3:1",3,0.471574895575031,"alis",FALSE
"1510","Present","3:1",3,0.586216523257463,"alis",FALSE
"1511","Absent","3:1",1,0.839477206693118,"alis",FALSE
"1512","Present","3:1",3,0.551125722195138,"alis",FALSE
"1513","Present","3:1",3,0.692401971111394,"alis",FALSE
"1514","Present","3:1",3,0.58567485714957,"alis",FALSE
"1515","Present","3:1",3,0.4819915963526,"alis",FALSE
"1516","Absent","3:1",1,0.743034895658639,"alis",FALSE
"1517","Present","3:1",3,0.551144969675079,"alis",FALSE
"1518","Absent","3:1",3,0.47103587975289,"alis",TRUE
"1519","Present","3:1",3,0.687119463425915,"alis",FALSE
"1520","Absent","3:1",1,0.724288540899579,"alis",FALSE
"1521","Present","3:1",3,0.886591620997933,"alis",FALSE
"1522","Present","3:1",3,0.638431534032861,"alis",FALSE
"1523","Present","3:1",3,0.534654246308492,"alis",FALSE
"1524","Present","3:1",3,0.478470007266878,"alis",FALSE
"1525","Present","3:1",3,0.542355921272247,"alis",FALSE
"1526","Present","3:1",3,0.614512453634234,"alis",FALSE
"1527","Absent","3:1",1,0.752860856780899,"alis",FALSE
"1528","Present","3:1",3,1.26764292504959,"alis",FALSE
"1529","Present","3:1",3,0.704860618690873,"alis",FALSE
"1530","Present","3:1",3,0.507522228162998,"alis",FALSE
"1531","Present","3:1",3,1.00886394857298,"alis",FALSE
"1532","Present","3:1",3,0.784925555955851,"alis",FALSE
"1533","Present","3:1",3,0.867275221378804,"alis",FALSE
"1534","Present","3:1",3,0.779385335077677,"alis",FALSE
"1535","Present","3:1",3,0.867319701093948,"alis",FALSE
"1536","Present","3:1",3,0.712418546583649,"alis",FALSE
"1537","Absent","3:1",1,0.973943100481847,"alis",FALSE
"1538","Present","3:1",3,0.685765072594222,"alis",FALSE
"1539","Present","3:1",3,0.435030300992366,"alis",FALSE
"1540","Present","3:1",3,0.525764314057596,"alis",FALSE
"1541","Absent","3:1",1,0.725650923945068,"alis",FALSE
"1542","Absent","3:1",1,0.749679515720345,"alis",FALSE
"1543","Present","3:1",3,0.493475900555495,"alis",FALSE
"1544","Present","3:1",3,0.837292651875032,"alis",FALSE
"1545","Present","3:1",3,0.701373975807655,"alis",FALSE
"1546","Present","3:1",3,0.605281863594428,"alis",FALSE
"1547","Present","3:1",3,0.730740648599749,"alis",FALSE
"1548","Present","3:1",3,0.573043204069108,"alis",FALSE
"1549","Present","3:1",3,0.727708362712292,"alis",FALSE
"1550","Present","3:1",3,0.535643645576783,"alis",FALSE
"1551","Present","3:1",3,0.421215946837037,"alis",FALSE
"1552","Absent","3:1",1,0.759862224320386,"alis",FALSE
"1553","Present","3:1",3,0.53299469274134,"alis",FALSE
"1554","Present","3:1",3,0.919723976225214,"alis",FALSE
"1555","Absent","3:1",1,0.764672063589387,"alis",FALSE
"1556","Present","3:1",3,0.455491940534557,"alis",FALSE
"1557","Present","3:1",3,0.522262664155278,"alis",FALSE
"1558","Absent","3:1",1,0.68223208915515,"alis",FALSE
"1559","Present","3:1",3,0.540816134380293,"alis",FALSE
"1560","Absent","3:1",1,0.684449390999362,"alis",FALSE
"1561","Present","3:1",3,0.59650867932578,"alis",FALSE
"1562","Absent","3:1",1,0.599098577742552,"alis",FALSE
"1563","Absent","3:1",1,0.553812767742784,"alis",FALSE
"1564","Present","3:1",3,0.526802298169059,"alis",FALSE
"1565","Present","3:1",3,0.454919106297893,"alis",FALSE
"1566","Absent","3:1",1,0.529697370599024,"alis",FALSE
"1567","Absent","3:1",1,0.673642620546161,"alis",FALSE
"1568","Present","3:1",3,0.497306227443914,"alis",FALSE
"1569","Absent","3:1",1,0.524068378250377,"alis",FALSE
"1570","Absent","3:1",1,0.537407267092931,"alis",FALSE
"1571","Present","3:1",3,0.510832531075721,"alis",FALSE
"1572","Present","3:1",3,0.833316596770601,"alis",FALSE
"1573","Present","3:1",3,0.347995201915182,"alis",FALSE
"1574","Absent","3:1",1,0.491902035853855,"alis",FALSE
"1575","Present","3:1",3,0.441182775844936,"alis",FALSE
"1576","Absent","3:1",1,0.649055412097368,"alis",FALSE
"1577","Present","3:1",3,0.478191817313927,"alis",FALSE
"1578","Absent","3:1",1,0.742172916943673,"alis",FALSE
"1579","Present","3:1",3,0.587595965884248,"alis",FALSE
"1580","Present","3:1",3,0.563467719541222,"alis",FALSE
"1581","Present","3:1",1,0.547313458613644,"alis",TRUE
"1582","Absent","3:1",1,1.09698379335532,"alis",FALSE
"1583","Present","3:1",3,0.624862776934606,"alis",FALSE
"1584","Absent","3:1",1,0.73153402058233,"alis",FALSE
"1585","Present","3:1",3,0.49669813874425,"alis",FALSE
"1586","Present","3:1",3,0.694034961652505,"alis",FALSE
"1587","Absent","3:1",1,0.813935845919332,"alis",FALSE
"1588","Present","3:1",3,0.584605050789833,"alis",FALSE
"1589","Present","3:1",3,0.522984354323853,"alis",FALSE
"1590","Present","3:1",3,0.46692948314012,"alis",FALSE
"1591","Absent","3:1",1,0.645635045195377,"alis",FALSE
"1592","Present","3:1",3,0.448279147731228,"alis",FALSE
"1593","Present","3:1",3,0.690756003561546,"alis",FALSE
"1594","Present","3:1",3,0.493485174683883,"alis",FALSE
"1595","Present","3:1",3,1.03198789012822,"alis",FALSE
"1596","Present","3:1",3,1.15471820615858,"alis",FALSE
"1597","Present","3:1",3,0.989403343246522,"alis",FALSE
"1598","Present","3:1",3,0.581122313793458,"alis",FALSE
"1599","Present","3:1",3,0.728071839286713,"alis",FALSE
"1600","Absent","3:1",1,0.807835835475998,"alis",FALSE
"1601","Absent","1:3",3,0.042340964795585,"alis",TRUE
"1602","Present","1:3",3,0.578395085376542,"alis",FALSE
"1603","Absent","1:3",1,0.735470610838092,"alis",FALSE
"1604","Absent","1:3",1,0.644755833975069,"alis",FALSE
"1605","Absent","1:3",1,0.506054683217371,"alis",FALSE
"1606","Absent","1:3",1,0.484936753575312,"alis",FALSE
"1607","Absent","1:3",1,0.679245290466497,"alis",FALSE
"1608","Absent","1:3",1,0.719398091543553,"alis",FALSE
"1609","Absent","1:3",1,0.972743212005298,"alis",FALSE
"1610","Absent","1:3",1,0.804560313357797,"alis",FALSE
"1611","Present","1:3",3,0.706016944714065,"alis",FALSE
"1612","Absent","1:3",1,1.01784729499195,"alis",FALSE
"1613","Present","1:3",3,0.559190926367592,"alis",FALSE
"1614","Absent","1:3",1,0.513806961753289,"alis",FALSE
"1615","Absent","1:3",1,0.596273837549234,"alis",FALSE
"1616","Present","1:3",3,0.537756593766971,"alis",FALSE
"1617","Absent","1:3",1,0.492272151306679,"alis",FALSE
"1618","Absent","1:3",1,0.721577353302564,"alis",FALSE
"1619","Absent","1:3",1,0.564017460568721,"alis",FALSE
"1620","Present","1:3",3,0.521399189248768,"alis",FALSE
"1621","Absent","1:3",1,1.37740085878613,"alis",FALSE
"1622","Present","1:3",3,0.542686147080531,"alis",FALSE
"1623","Absent","1:3",1,1.21716133755035,"alis",FALSE
"1624","Absent","1:3",1,0.833035012197797,"alis",FALSE
"1625","Present","1:3",3,0.553240320707118,"alis",FALSE
"1626","Absent","1:3",1,0.385147603254154,"alis",FALSE
"1627","Present","1:3",3,0.678420705236931,"alis",FALSE
"1628","Absent","1:3",1,0.894495702734275,"alis",FALSE
"1629","Absent","1:3",1,0.662234960404021,"alis",FALSE
"1630","Absent","1:3",1,0.80339491621271,"alis",FALSE
"1631","Absent","1:3",1,0.752858826770535,"alis",FALSE
"1632","Absent","1:3",1,0.744849267357495,"alis",FALSE
"1633","Absent","1:3",1,0.504700100664195,"alis",FALSE
"1634","Absent","1:3",1,0.523292426736589,"alis",FALSE
"1635","Present","1:3",3,0.632626043821801,"alis",FALSE
"1636","Absent","1:3",1,1.08569462925152,"alis",FALSE
"1637","Absent","1:3",1,0.610974801176781,"alis",FALSE
"1638","Absent","1:3",1,0.840445678088145,"alis",FALSE
"1639","Absent","1:3",1,0.776289212975826,"alis",FALSE
"1640","Absent","1:3",1,0.595116526597849,"alis",FALSE
"1641","Present","1:3",3,0.778387372185534,"alis",FALSE
"1642","Absent","1:3",1,0.67441510225035,"alis",FALSE
"1643","Absent","1:3",1,0.527855443426233,"alis",FALSE
"1644","Present","1:3",3,0.538483483011078,"alis",FALSE
"1645","Absent","1:3",1,1.49576110280395,"alis",FALSE
"1646","Absent","1:3",1,0.482317611775215,"alis",FALSE
"1647","Absent","1:3",1,0.756849467852589,"alis",FALSE
"1648","Absent","1:3",1,0.482248508822522,"alis",FALSE
"1649","Absent","1:3",1,0.631329463092698,"alis",FALSE
"1650","Absent","1:3",1,0.468696367708617,"alis",FALSE
"1651","Absent","1:3",1,0.383193052028219,"alis",FALSE
"1652","Absent","1:3",1,0.375359919049515,"alis",FALSE
"1653","Absent","1:3",1,0.41514571735388,"alis",FALSE
"1654","Absent","1:3",1,0.375180327308044,"alis",FALSE
"1655","Present","1:3",3,0.684474397683516,"alis",FALSE
"1656","Present","1:3",3,0.545581587917695,"alis",FALSE
"1657","Absent","1:3",1,0.431104537445208,"alis",FALSE
"1658","Absent","1:3",1,0.50312084516554,"alis",FALSE
"1659","Absent","1:3",1,0.590875837478961,"alis",FALSE
"1660","Absent","1:3",1,0.438991890412581,"alis",FALSE
"1661","Absent","1:3",1,0.489312836663885,"alis",FALSE
"1662","Absent","1:3",1,0.470768858602241,"alis",FALSE
"1663","Absent","1:3",1,0.444239564676536,"alis",FALSE
"1664","Absent","1:3",1,0.566679258838121,"alis",FALSE
"1665","Absent","1:3",1,0.63068833790021,"alis",FALSE
"1666","Present","1:3",3,0.462614352902165,"alis",FALSE
"1667","Absent","1:3",1,0.529280038677825,"alis",FALSE
"1668","Absent","1:3",1,0.494647560648446,"alis",FALSE
"1669","Absent","1:3",1,0.494344728664146,"alis",FALSE
"1670","Absent","1:3",1,0.45166071893982,"alis",FALSE
"1671","Absent","1:3",1,0.419763269816031,"alis",FALSE
"1672","Absent","1:3",1,0.398233064475789,"alis",FALSE
"1673","Present","1:3",3,0.579771186006838,"alis",FALSE
"1674","Absent","1:3",1,0.440782244117145,"alis",FALSE
"1675","Present","1:3",3,0.427653524944617,"alis",FALSE
"1676","Absent","1:3",1,0.494022476275859,"alis",FALSE
"1677","Absent","1:3",1,0.97654916376996,"alis",FALSE
"1678","Absent","1:3",1,0.555228130222531,"alis",FALSE
"1679","Absent","1:3",1,0.435196378148248,"alis",FALSE
"1680","Present","1:3",3,0.533901485745446,"alis",FALSE
"1681","Absent","1:3",1,1.26179665048767,"alis",FALSE
"1682","Absent","1:3",1,0.442805488539307,"alis",FALSE
"1683","Absent","1:3",1,0.632076881727698,"alis",FALSE
"1684","Absent","1:3",1,0.429393057042034,"alis",FALSE
"1685","Absent","1:3",1,0.48271719992772,"alis",FALSE
"1686","Absent","1:3",1,0.405421004728851,"alis",FALSE
"1687","Absent","1:3",1,0.407915962707193,"alis",FALSE
"1688","Absent","1:3",1,0.442629644789122,"alis",FALSE
"1689","Present","1:3",3,0.578471635453752,"alis",FALSE
"1690","Present","1:3",3,0.794575744752365,"alis",FALSE
"1691","Absent","1:3",1,1.05826611349767,"alis",FALSE
"1692","Absent","1:3",1,0.791692878687172,"alis",FALSE
"1693","Present","1:3",3,0.543493398297869,"alis",FALSE
"1694","Present","1:3",3,0.591655533233279,"alis",FALSE
"1695","Present","1:3",3,0.588979182819457,"alis",FALSE
"1696","Absent","1:3",1,0.4716046013491,"alis",FALSE
"1697","Absent","1:3",1,0.498288438982854,"alis",FALSE
"1698","Absent","1:3",1,0.386268746238784,"alis",FALSE
"1699","Absent","1:3",1,0.383480207845423,"alis",FALSE
"1700","Absent","1:3",1,0.564761349243781,"alis",FALSE
"1701","Absent","1:3",1,0.380576470291999,"alis",FALSE
"1702","Absent","1:3",1,0.399378503643675,"alis",FALSE
"1703","Absent","1:3",1,0.348538055954123,"alis",FALSE
"1704","Absent","1:3",1,0.388532039029087,"alis",FALSE
"1705","Absent","1:3",1,0.353712420637748,"alis",FALSE
"1706","Absent","1:3",1,0.40157752414234,"alis",FALSE
"1707","Present","1:3",3,0.559071926585602,"alis",FALSE
"1708","Absent","1:3",1,0.393527605177951,"alis",FALSE
"1709","Absent","1:3",1,0.489401025446568,"alis",FALSE
"1710","Absent","1:3",1,0.516052394235885,"alis",FALSE
"1711","Absent","1:3",1,0.505569285902311,"alis",FALSE
"1712","Absent","1:3",1,0.449301230117271,"alis",FALSE
"1713","Present","1:3",3,0.638873304982553,"alis",FALSE
"1714","Present","1:3",3,0.62271526974655,"alis",FALSE
"1715","Absent","1:3",1,0.769219919136958,"alis",FALSE
"1716","Absent","1:3",1,0.545293090039195,"alis",FALSE
"1717","Present","1:3",3,0.537278308995155,"alis",FALSE
"1718","Absent","1:3",1,0.600975436078443,"alis",FALSE
"1719","Present","1:3",3,1.27848322821228,"alis",FALSE
"1720","Present","1:3",3,0.638499693410267,"alis",FALSE
"1721","Present","1:3",3,0.704648975388409,"alis",FALSE
"1722","Absent","1:3",1,0.523348714330496,"alis",FALSE
"1723","Present","1:3",3,0.440458495537314,"alis",FALSE
"1724","Absent","1:3",1,0.427249602355005,"alis",FALSE
"1725","Absent","1:3",1,0.517971721077629,"alis",FALSE
"1726","Absent","1:3",1,0.360551165791549,"alis",FALSE
"1727","Absent","1:3",1,0.333990869141417,"alis",FALSE
"1728","Absent","1:3",1,0.363165507002122,"alis",FALSE
"1729","Absent","1:3",1,0.280443271320109,"alis",FALSE
"1730","Absent","1:3",1,0.35249570565793,"alis",FALSE
"1731","Present","1:3",3,0.360503686173615,"alis",FALSE
"1732","Absent","1:3",1,0.349680085462751,"alis",FALSE
"1733","Absent","1:3",3,0.445521371468203,"alis",TRUE
"1734","Absent","1:3",1,0.810700724705384,"alis",FALSE
"1735","Present","1:3",3,0.626585159228853,"alis",FALSE
"1736","Absent","1:3",1,0.506605067083001,"alis",FALSE
"1737","Present","1:3",3,0.469139627330151,"alis",FALSE
"1738","Present","1:3",3,0.506806045326812,"alis",FALSE
"1739","Absent","1:3",1,0.413078105993918,"alis",FALSE
"1740","Absent","1:3",1,0.695943134731351,"alis",FALSE
"1741","Present","1:3",3,0.514539670351951,"alis",FALSE
"1742","Absent","1:3",1,0.701076278986875,"alis",FALSE
"1743","Absent","1:3",1,0.431564104794234,"alis",FALSE
"1744","Absent","1:3",1,0.463736127447191,"alis",FALSE
"1745","Absent","1:3",1,0.607585113699315,"alis",FALSE
"1746","Absent","1:3",1,0.372753472318436,"alis",FALSE
"1747","Absent","1:3",1,0.53291507134054,"alis",FALSE
"1748","Absent","1:3",1,0.399621130873129,"alis",FALSE
"1749","Absent","1:3",1,0.548608231136313,"alis",FALSE
"1750","Absent","1:3",1,0.65558420144589,"alis",FALSE
"1751","Absent","1:3",1,0.530101236799965,"alis",FALSE
"1752","Absent","1:3",1,0.959170909911336,"alis",FALSE
"1753","Absent","1:3",1,0.412544988470472,"alis",FALSE
"1754","Present","1:3",3,0.729832607514254,"alis",FALSE
"1755","Absent","1:3",1,0.489947533500526,"alis",FALSE
"1756","Present","1:3",3,0.596255206593924,"alis",FALSE
"1757","Absent","1:3",1,0.471089693743124,"alis",FALSE
"1758","Absent","1:3",1,0.577612329580006,"alis",FALSE
"1759","Absent","1:3",1,0.639036761931493,"alis",FALSE
"1760","Present","1:3",3,0.622804420905595,"alis",FALSE
"1761","Absent","1:3",1,0.464955282197479,"alis",FALSE
"1762","Absent","1:3",1,0.45711301794654,"alis",FALSE
"1763","Present","1:3",3,0.392869348976092,"alis",FALSE
"1764","Absent","1:3",1,0.491411364280793,"alis",FALSE
"1765","Absent","1:3",1,0.499549351734458,"alis",FALSE
"1766","Present","1:3",3,0.411537668747769,"alis",FALSE
"1767","Absent","1:3",1,0.408866024943563,"alis",FALSE
"1768","Absent","1:3",1,0.430232138023712,"alis",FALSE
"1769","Absent","1:3",1,0.352787192157848,"alis",FALSE
"1770","Present","1:3",3,0.445990836982673,"alis",FALSE
"1771","Present","1:3",3,0.496478112261684,"alis",FALSE
"1772","Absent","1:3",1,0.499045500149805,"alis",FALSE
"1773","Absent","1:3",3,0.32300730760835,"alis",TRUE
"1774","Present","1:3",3,1.0244468639321,"alis",FALSE
"1775","Absent","1:3",1,0.498979212894483,"alis",FALSE
"1776","Absent","1:3",1,0.549764241379307,"alis",FALSE
"1777","Present","1:3",1,0.410895472166885,"alis",TRUE
"1778","Present","1:3",3,0.693719799255632,"alis",FALSE
"1779","Present","1:3",3,0.544186292438098,"alis",FALSE
"1780","Absent","1:3",1,0.600002686627704,"alis",FALSE
"1781","Absent","1:3",1,0.517516364114272,"alis",FALSE
"1782","Absent","1:3",1,0.594910401909146,"alis",FALSE
"1783","Absent","1:3",1,0.656083842644875,"alis",FALSE
"1784","Absent","1:3",1,0.370481916641438,"alis",FALSE
"1785","Absent","1:3",1,0.522483532713522,"alis",FALSE
"1786","Present","1:3",3,0.485114563423849,"alis",FALSE
"1787","Absent","1:3",1,0.677035777836863,"alis",FALSE
"1788","Absent","1:3",1,0.389000523377035,"alis",FALSE
"1789","Absent","1:3",1,0.386401816980651,"alis",FALSE
"1790","Absent","1:3",1,0.383558551093302,"alis",FALSE
"1791","Absent","1:3",1,0.372948871798144,"alis",FALSE
"1792","Present","1:3",3,0.463424641617166,"alis",FALSE
"1793","Absent","1:3",1,0.58623528579119,"alis",FALSE
"1794","Absent","1:3",1,0.431466378733603,"alis",FALSE
"1795","Absent","1:3",1,0.452586180494109,"alis",FALSE
"1796","Absent","1:3",1,0.434242410028673,"alis",FALSE
"1797","Absent","1:3",1,0.362106388256507,"alis",FALSE
"1798","Absent","1:3",1,0.380716740040953,"alis",FALSE
"1799","Present","1:3",3,0.577845359388448,"alis",FALSE
"1800","Absent","1:3",1,0.505936345067312,"alis",FALSE
"1801","Absent","1:3",1,0.364333599547535,"alis",FALSE
"1802","Absent","1:3",1,0.553756525263452,"alis",FALSE
"1803","Present","1:3",3,0.519103577993519,"alis",FALSE
"1804","Absent","1:3",1,0.428150786523474,"alis",FALSE
"1805","Absent","1:3",1,0.598724484982085,"alis",FALSE
"1806","Absent","1:3",1,0.441374859652569,"alis",FALSE
"1807","Present","1:3",3,0.401560411930404,"alis",FALSE
"1808","Absent","1:3",3,0.43885459800731,"alis",TRUE
"1809","Absent","1:3",1,0.412013814493548,"alis",FALSE
"1810","Absent","1:3",1,0.411826707964792,"alis",FALSE
"1811","Absent","1:3",1,0.390382518547995,"alis",FALSE
"1812","Present","1:3",3,0.491873209750338,"alis",FALSE
"1813","Absent","1:3",1,0.625136365535582,"alis",FALSE
"1814","Absent","1:3",1,0.598465004928585,"alis",FALSE
"1815","Absent","1:3",1,0.374235746090562,"alis",FALSE
"1816","Present","1:3",3,0.472726481155405,"alis",FALSE
"1817","Absent","1:3",1,0.494231559514446,"alis",FALSE
"1818","Absent","1:3",1,0.398259401943506,"alis",FALSE
"1819","Present","1:3",3,0.517964503276744,"alis",FALSE
"1820","Present","1:3",3,0.574308567800472,"alis",FALSE
"1821","Absent","1:3",1,0.63290871107165,"alis",FALSE
"1822","Absent","1:3",1,0.518198025547463,"alis",FALSE
"1823","Absent","1:3",1,0.480575060984847,"alis",FALSE
"1824","Absent","1:3",1,0.541779327759286,"alis",FALSE
"1825","Absent","1:3",1,0.669697263667331,"alis",FALSE
"1826","Present","1:3",3,0.987240178688808,"alis",FALSE
"1827","Absent","1:3",1,0.560243304735195,"alis",FALSE
"1828","Absent","1:3",1,0.453854014067474,"alis",FALSE
"1829","Absent","1:3",1,0.627179894992878,"alis",FALSE
"1830","Absent","1:3",1,0.565568690686632,"alis",FALSE
"1831","Absent","1:3",1,0.986816380824166,"alis",FALSE
"1832","Absent","1:3",1,0.368345134666015,"alis",FALSE
"1833","Absent","1:3",1,0.38400985932094,"alis",FALSE
"1834","Absent","1:3",1,0.408162251471367,"alis",FALSE
"1835","Absent","1:3",1,0.464022381038376,"alis",FALSE
"1836","Absent","1:3",1,0.602785488368681,"alis",FALSE
"1837","Present","1:3",3,0.461475236832484,"alis",FALSE
"1838","Absent","1:3",1,0.423962313707307,"alis",FALSE
"1839","Absent","1:3",1,0.573236144988186,"alis",FALSE
"1840","Absent","1:3",1,0.415629366605572,"alis",FALSE
