1,1,3.9665,1
1,3,1.0686,0
2,4,1.0849,1
1,3,0.85355,1
2,2,1.6072,0
2,2,7.5481,0
1,3,1.7494,1
2,5,0.75268,0
2,3,0.51925,0
2,3,0.92356,0
1,1,1.0042,1
2,3,0.72248,0
2,3,0.58694,1
1,2,1.5161,0
1,2,0.71233,1
1,1,0.46714,1
2,2,0.57861,0
2,1,0.49793,1
2,2,0.53281,1
2,3,0.94728,0
1,4,0.61715,1
1,1,0.56265,1
2,1,1.0018,0
1,5,0.57731,1
2,5,0.91787,0
2,1,0.76226,1
1,3,0.54677,1
1,5,0.53727,0
1,3,0.60722,0
2,5,0.55837,0
2,1,2.1786,0
1,1,0.74901,1
2,1,0.9071,1
2,4,0.50663,0
1,4,1.004,0
1,5,0.80731,1
2,5,0.63196,0
2,4,1.1767,0
2,2,0.83886,0
2,5,1.8878,1
2,1,2.9695,0
1,5,2.0279,0
1,4,1.154,1
1,2,1.443,1
1,5,0.78778,1
2,4,0.9676,0
1,1,0.65756,1
2,1,0.6779,0
2,5,1.0238,0
1,4,0.74785,0
2,3,0.95258,0
1,2,3.0931,0
2,3,1.9528,1
1,1,2.057,0
2,1,2.0536,1
1,5,1.5473,1
2,4,1.1975,0
1,2,0.6166,1
2,5,1.2971,0
2,1,0.64253,1
1,2,0.78701,0
1,5,0.60729,0
1,5,1.0172,0
1,4,1.9176,1
2,2,1.0476,0
2,4,0.72737,1
1,1,0.72231,0
2,4,0.44774,0
1,3,1.502,0
1,1,1.6574,1
1,5,2.2631,0
1,5,1.1179,0
2,4,1.1542,0
2,5,0.81811,0
1,2,0.45222,1
2,4,0.51684,0
1,5,0.83755,0
2,2,0.43325,1
1,4,0.78217,0
1,3,1.4973,0
1,4,0.79191,1
2,2,0.19603,0
1,4,0.75379,1
1,5,0.71801,1
2,5,0.40829,0
2,1,0.69274,1
2,4,0.90269,0
2,2,1.3528,0
2,4,0.74707,0
1,2,0.93197,1
1,2,0.75794,1
1,4,0.7585,0
2,2,0.56242,1
1,3,1.0423,0
1,3,0.7129,0
1,3,1.2519,1
1,3,1.0228,0
2,3,0.73775,1
2,5,0.70237,0
2,5,1.3025,1
2,3,0.68835,0
1,4,0.71747,0
1,2,0.64227,1
2,3,0.48759,0
1,4,0.40856,0
2,5,0.50202,0
2,2,1.1171,1
2,2,0.46323,0
2,1,0.58207,1
2,1,0.937,0
1,2,1.1283,0
1,1,1.269,1
1,1,0.87705,0
1,3,0.77297,1
1,4,0.69791,0
2,3,0.76228,1
2,4,0.77362,0
1,2,1.8088,0
1,1,0.59246,1
2,3,0.31719,0
