2,0.3,0.74311,0
1,0.4,1.2005,1
1,0.6,0.5589,1
2,0.5,0.54785,1
2,0.4,0.78362,0
1,0.9,0.65734,0
1,0.6,0.75225,0
1,0.3,0.62923,0
2,0.5,0.64889,0
2,0.4,0.5291,0
1,0.5,0.54186,1
1,0.7,0.5126,1
1,0.6,0.55252,1
2,0.3,0.82418,0
1,0.9,0.49803,1
2,0.6,0.7282,0
1,0.4,0.66366,0
1,0.7,0.83898,0
2,0.7,0.94294,0
2,0.5,0.89928,0
2,0.9,0.53684,1
1,0.6,0.66851,1
1,0.9,0.49708,1
2,0.5,0.52745,1
1,0.9,0.52763,1
1,0.9,0.62354,1
2,0.6,0.64321,1
2,0.3,0.95285,0
2,0.6,1.4138,0
1,0.8,0.62722,1
1,0.8,0.57271,1
2,0.3,0.61271,0
2,0.6,0.56325,1
2,0.8,0.75802,1
2,0.5,0.75006,0
2,0.8,0.67197,1
2,0.3,0.91509,0
1,0.7,0.71924,1
2,0.5,1.7273,1
1,0.7,0.70554,1
1,0.4,1.0954,0
1,0.7,0.51315,1
1,0.4,1.0576,0
1,0.6,0.95196,0
2,0.3,0.5919,0
1,0.3,0.82415,0
1,0.9,0.65374,1
1,0.4,0.80222,0
2,0.5,0.72021,0
1,0.8,0.60781,1
1,0.9,1.4176,0
2,0.7,0.91384,0
2,0.7,1.1196,1
2,0.3,0.71949,0
2,0.6,0.52889,1
2,0.7,0.52299,1
2,0.7,0.78939,0
2,0.5,1.1258,0
2,0.7,1.4349,1
2,0.9,0.52799,1
1,0.3,0.67298,0
2,0.9,0.58968,1
2,0.4,0.58697,0
2,0.4,0.59394,1
2,0.8,0.81819,1
1,0.7,0.56191,1
2,0.8,0.62903,1
1,0.5,1.2005,1
1,0.5,1.25,1
1,0.3,0.59408,0
1,0.9,0.56248,1
1,0.6,1.3862,1
1,0.4,0.59686,1
2,0.9,0.71802,1
2,0.4,0.52761,0
2,0.3,0.5695,0
1,0.5,1.1077,0
1,0.5,1.4933,0
1,0.9,0.49257,1
2,0.9,1.4855,0
1,0.6,0.95276,0
2,0.9,0.80718,1
1,0.9,1.0823,1
1,0.3,0.69836,0
2,0.4,0.69831,0
2,0.3,0.63187,0
2,0.9,0.56377,1
2,0.8,0.65302,1
1,0.6,0.72401,1
1,0.4,1.1237,0
1,0.6,0.92222,0
2,0.4,2.0553,0
2,0.8,1.2479,1
2,0.9,1.2274,1
1,0.7,0.61275,1
2,0.5,0.86857,0
2,0.7,0.54377,1
1,0.8,0.54274,1
1,0.7,2.0239,1
1,0.4,0.69764,0
1,0.6,1.3989,1
2,0.4,0.8021,0
2,0.9,0.48743,1
1,0.3,0.69193,0
1,0.4,1.5185,0
1,0.3,1.0125,0
2,0.8,0.52342,1
2,0.6,1.0044,1
1,0.5,1.0585,0
1,0.5,1.2727,0
2,0.7,1.138,0
2,0.8,0.51735,1
1,0.8,0.81788,1
1,0.5,0.88453,0
1,0.5,1.5386,1
1,0.3,0.98226,0
2,0.8,0.58735,1
2,0.5,2.1583,0
1,0.8,1.3296,0
1,0.7,0.69679,1
1,0.8,2.107,1
2,0.6,0.81875,1
1,0.5,0.84852,0
2,0.6,0.55177,1
1,0.3,0.63369,0
2,0.8,0.55853,1
2,0.3,1.0271,0
2,0.4,1.8156,0
2,0.7,0.51716,1
1,0.8,0.90829,1
1,0.4,1.0796,0
2,0.9,0.71868,1
1,0.8,1.1328,0
2,0.6,1.4729,1
1,0.7,0.63814,1
2,0.4,0.79485,0
2,0.6,0.82779,0
1,0.8,0.70284,1
1,0.3,0.82752,0
2,0.7,0.61193,1
